Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date,Count
Client_136 Ltd,CL-136,Corporate,SC-101,MBR-07672,UID-00007672,Lapsed,Cancelled,F,G9T 8RS,2022-06-30,2025-10-30,2010-07-05,2011-10-29,Cancelled,2025-10-30,1
Client_136 Ltd,CL-136,Corporate,SC-196,MBR-01258,UID-00001258,Lapsed,Cancelled,M,WC3 4IW,2017-04-28,2021-05-02,2003-07-18,2005-01-05,Cancelled,2021-05-02,1
Client_136 Ltd,CL-136,Family,SC-244,MBR-01421,UID-00001421,Lapsed,Cancelled,M,SE5R 1JT,2021-10-28,2025-10-30,2011-02-21,2019-10-29,Cancelled,2025-10-30,1
Client_138 Ltd,CL-138,Corporate,SC-621,MBR-03207,UID-00003207,Lapsed,Cancelled,F,SE16 4OW,2018-04-26,2023-05-07,2004-11-29,2010-01-19,Cancelled,2023-05-07,1
Client_138 Ltd,CL-138,Corporate,SC-882,MBR-00659,UID-00000659,Lapsed,Cancelled,F,BT2G 1JL,2023-06-13,2025-10-30,2012-01-13,2012-09-10,Cancelled,2025-10-30,1
Client_138 Ltd,CL-138,Family,SC-896,MBR-05700,UID-00005700,Lapsed,Cancelled,M,EH15S 9RD,2019-07-23,2025-10-30,2013-07-19,2015-03-14,Cancelled,2025-10-30,1
Client_138 Ltd,CL-138,SME,SC-345,MBR-02107,UID-00002107,Lapsed,Cancelled,F,WC10 4XY,2020-01-31,2021-06-20,2007-08-27,2018-04-04,Cancelled,2021-06-20,1
Client_139 Ltd,CL-139,Corporate,SC-447,MBR-09205,UID-00009205,Lapsed,Cancelled,F,EC14M 3DK,2015-01-07,2018-08-22,2005-06-25,2013-02-15,Cancelled,2018-08-22,1
Client_139 Ltd,CL-139,Corporate,SC-748,MBR-08339,UID-00008339,Lapsed,Cancelled,M,G18 8NS,2023-02-27,2025-10-30,2010-03-11,2011-01-08,Cancelled,2025-10-30,1
Client_140 Ltd,CL-140,Corporate,SC-756,MBR-07221,UID-00007221,Lapsed,Cancelled,F,L18 9RC,2017-12-28,2020-04-27,2007-04-10,2015-05-06,Cancelled,2020-04-27,1
Client_140 Ltd,CL-140,Corporate,SC-781,MBR-01413,UID-00001413,Lapsed,Cancelled,M,NW9 9OK,2017-09-19,2021-12-19,2005-12-23,2017-06-06,Cancelled,2021-12-19,1
Client_140 Ltd,CL-140,Family,SC-665,MBR-01387,UID-00001387,Lapsed,Cancelled,F,SE16X 4AI,2023-11-13,2025-10-30,2016-12-07,2020-06-15,Cancelled,2025-10-30,1
Client_141 Ltd,CL-141,Family,SC-240,MBR-03607,UID-00003607,Lapsed,Cancelled,F,EC15 5NO,2022-07-18,2024-10-12,2012-12-27,2019-05-18,Cancelled,2024-10-12,1
Client_141 Ltd,CL-141,Family,SC-941,MBR-05578,UID-00005578,Lapsed,Cancelled,F,L12 8AA,2024-01-02,2025-10-30,2021-05-01,2021-06-28,Cancelled,2025-10-30,1
Client_141 Ltd,CL-141,Individual,SC-418,MBR-08723,UID-00008723,Lapsed,Cancelled,M,G15 2PQ,2019-01-03,2022-06-29,2012-01-01,2018-09-23,Cancelled,2022-06-29,1
Client_142 Ltd,CL-142,Corporate,SC-314,MBR-00791,UID-00000791,Lapsed,Cancelled,M,G9H 8MS,2022-03-11,2025-10-05,2015-08-30,2021-12-06,Cancelled,2025-10-05,1
Client_142 Ltd,CL-142,Corporate,SC-415,MBR-09146,UID-00009146,Lapsed,Cancelled,M,BT16 4EA,2018-08-24,2025-05-28,2014-10-20,2017-06-03,Cancelled,2025-05-28,1
Client_142 Ltd,CL-142,Family,SC-810,MBR-07083,UID-00007083,Lapsed,Cancelled,M,SE14 8SJ,2017-10-24,2023-09-02,2014-03-28,2014-04-04,Cancelled,2023-09-02,1
Client_143 Ltd,CL-143,Family,SC-775,MBR-09757,UID-00009757,Lapsed,Cancelled,M,EH18 7FE,2021-06-27,2024-10-28,2006-12-26,2013-11-20,Cancelled,2024-10-28,1
Client_144 Ltd,CL-144,Corporate,SC-422,MBR-09925,UID-00009925,Lapsed,Cancelled,F,W14 7OF,2020-10-20,2025-10-30,2010-05-02,2020-03-11,Cancelled,2025-10-30,1
Client_144 Ltd,CL-144,Corporate,SC-901,MBR-07895,UID-00007895,Lapsed,Cancelled,M,EH9 2WW,2017-09-23,2025-07-31,2003-11-14,2005-01-28,Cancelled,2025-07-31,1
Client_144 Ltd,CL-144,SME,SC-923,MBR-00525,UID-00000525,Lapsed,Cancelled,F,CF8 7XK,2021-09-27,2025-10-30,2019-07-03,2020-01-17,Cancelled,2025-10-30,1
Client_145 Ltd,CL-145,Corporate,SC-556,MBR-02291,UID-00002291,Lapsed,Cancelled,F,B11 8VS,2015-12-07,2019-12-11,2001-12-02,2011-04-11,Cancelled,2019-12-11,1
Client_145 Ltd,CL-145,Family,SC-192,MBR-07462,UID-00007462,Lapsed,Cancelled,M,E10 3KO,2017-09-04,2025-08-11,2013-04-14,2016-07-24,Cancelled,2025-08-11,1
Client_145 Ltd,CL-145,Individual,SC-472,MBR-08968,UID-00008968,Lapsed,Cancelled,F,G8 6EE,2016-09-20,2021-09-27,2012-12-16,2014-05-11,Cancelled,2021-09-27,1
Client_145 Ltd,CL-145,SME,SC-279,MBR-05602,UID-00005602,Lapsed,Cancelled,M,NW7 6VH,2016-01-24,2024-03-17,2005-08-31,2006-03-07,Cancelled,2024-03-17,1
Client_146 Ltd,CL-146,Corporate,SC-432,MBR-04179,UID-00004179,Lapsed,Cancelled,M,BT7D 7XQ,2019-12-07,2025-06-27,2018-09-16,2019-06-28,Cancelled,2025-06-27,1
Client_146 Ltd,CL-146,Corporate,SC-783,MBR-07901,UID-00007901,Lapsed,Cancelled,F,EC1 2ML,2018-06-03,2025-07-21,2005-07-30,2012-02-10,Cancelled,2025-07-21,1
Client_147 Ltd,CL-147,Corporate,SC-158,MBR-00713,UID-00000713,Lapsed,Cancelled,M,SW4 8HU,2023-06-13,2025-04-10,2016-09-12,2021-03-31,Cancelled,2025-04-10,1
Client_147 Ltd,CL-147,Family,SC-534,MBR-03793,UID-00003793,Lapsed,Cancelled,F,M10 1JU,2016-07-11,2018-03-19,2008-03-07,2011-09-19,Cancelled,2018-03-19,1
Client_147 Ltd,CL-147,Individual,SC-382,MBR-01957,UID-00001957,Lapsed,Cancelled,F,EC4 3BH,2017-12-16,2025-10-30,2013-04-11,2013-07-09,Cancelled,2025-10-30,1
Client_148 Ltd,CL-148,Individual,SC-118,MBR-01418,UID-00001418,Lapsed,Cancelled,M,W16N 1KQ,2020-03-20,2021-10-09,2014-04-21,2017-08-13,Cancelled,2021-10-09,1
Client_149 Ltd,CL-149,Corporate,SC-167,MBR-00926,UID-00000926,Lapsed,Cancelled,M,E7 9VZ,2022-07-22,2025-03-14,2010-12-27,2013-05-07,Cancelled,2025-03-14,1
Client_149 Ltd,CL-149,Individual,SC-811,MBR-03312,UID-00003312,Lapsed,Cancelled,F,G1H 7KI,2019-05-19,2025-02-05,2013-08-02,2015-02-11,Cancelled,2025-02-05,1
Client_150 Ltd,CL-150,Corporate,SC-960,MBR-04196,UID-00004196,Lapsed,Cancelled,M,BS4G 9SW,2020-12-14,2024-05-04,2014-02-17,2014-04-02,Cancelled,2024-05-04,1
Client_150 Ltd,CL-150,Family,SC-219,MBR-03471,UID-00003471,Lapsed,Cancelled,M,B14 8ZS,2024-09-07,2025-10-30,2012-02-21,2014-02-20,Cancelled,2025-10-30,1
Client_150 Ltd,CL-150,Individual,SC-638,MBR-06452,UID-00006452,Lapsed,Cancelled,B,L17 6EW,2021-07-19,2025-04-04,2015-01-21,2018-10-10,Cancelled,2025-04-04,1
Client_151 Ltd,CL-151,SME,SC-827,MBR-06430,UID-00006430,Lapsed,Cancelled,F,SW10 9IY,2019-08-17,2025-10-30,2010-07-11,2017-04-06,Cancelled,2025-10-30,1
Client_152 Ltd,CL-152,Corporate,SC-585,MBR-03453,UID-00003453,Lapsed,Cancelled,F,NW19 5SN,2022-06-16,2025-10-30,2020-04-18,2022-04-15,Cancelled,2025-10-30,1
Client_152 Ltd,CL-152,Individual,SC-756,MBR-08100,UID-00008100,Lapsed,Cancelled,F,G18 8AX,2021-02-13,2025-06-06,2006-03-29,2012-05-26,Cancelled,2025-06-06,1
Client_153 Ltd,CL-153,SME,SC-870,MBR-00934,UID-00000934,Lapsed,Cancelled,F,EH12P 8PE,2019-04-17,2025-10-30,2016-10-03,2019-01-13,Cancelled,2025-10-30,1
Client_154 Ltd,CL-154,Corporate,SC-768,MBR-09326,UID-00009326,Lapsed,Cancelled,F,B14 6SJ,2015-03-20,2022-08-14,2001-03-07,2003-02-08,Cancelled,2022-08-14,1
Client_154 Ltd,CL-154,Corporate,SC-964,MBR-07929,UID-00007929,Lapsed,Cancelled,F,SW13 2PY,2018-01-30,2019-04-15,2015-06-23,2017-07-02,Cancelled,2019-04-15,1
Client_154 Ltd,CL-154,Individual,SC-173,MBR-06994,UID-00006994,Lapsed,Cancelled,M,CF20Z 2KW,2019-01-05,2025-10-30,2006-10-18,2018-02-11,Cancelled,2025-10-30,1
Client_155 Ltd,CL-155,Individual,SC-258,MBR-06808,UID-00006808,Lapsed,Cancelled,M,CF18G 6GD,2015-04-10,2017-06-16,2007-09-16,2014-07-24,Cancelled,2017-06-16,1
Client_156 Ltd,CL-156,Individual,SC-416,MBR-05504,UID-00005504,Lapsed,Cancelled,M,WC15 7XS,2024-01-02,2025-10-30,2016-03-25,2021-11-17,Cancelled,2025-10-30,1
Client_156 Ltd,CL-156,Individual,SC-606,MBR-07000,UID-00007000,Lapsed,Cancelled,F,W14 5HK,2018-04-03,2022-04-04,2014-11-29,2017-07-03,Cancelled,2022-04-04,1
Client_156 Ltd,CL-156,SME,SC-886,MBR-02460,UID-00002460,Lapsed,Cancelled,M,SE11 2AZ,2021-04-03,2025-10-30,2014-12-30,2018-01-31,Cancelled,2025-10-30,1
Client_157 Ltd,CL-157,Corporate,SC-724,MBR-03526,UID-00003526,Lapsed,Cancelled,M,EH17 6AI,2017-03-08,2025-10-30,2013-09-11,2014-10-31,Cancelled,2025-10-30,1
Client_157 Ltd,CL-157,Individual,SC-561,MBR-03277,UID-00003277,Lapsed,Cancelled,F,CF2 8GS,2017-04-12,2018-05-10,2003-02-11,2012-08-01,Cancelled,2018-05-10,1
Client_158 Ltd,CL-158,Corporate,SC-567,MBR-08261,UID-00008261,Lapsed,Cancelled,M,SW18 3FS,2020-02-28,2025-10-30,2014-11-19,2018-01-23,Cancelled,2025-10-30,1
Client_159 Ltd,CL-159,Family,SC-120,MBR-03821,UID-00003821,Lapsed,Cancelled,M,W13W 9NA,2023-11-27,2025-10-30,2013-09-20,2020-10-25,Cancelled,2025-10-30,1
Client_159 Ltd,CL-159,Family,SC-765,MBR-09007,UID-00009007,Lapsed,Cancelled,M,NW10 6TS,2017-03-10,2021-03-22,2016-03-10,2016-10-20,Cancelled,2021-03-22,1
Client_159 Ltd,CL-159,Individual,SC-719,MBR-03161,UID-00003161,Lapsed,Cancelled,M,EH12P 1LD,2016-09-01,2022-02-06,2008-07-19,2009-03-15,Cancelled,2022-02-06,1
Client_159 Ltd,CL-159,Individual,SC-748,MBR-01626,UID-00001626,Lapsed,Cancelled,F,BS16 5AV,2020-08-12,2025-10-30,2008-10-05,2012-06-27,Cancelled,2025-10-30,1
Client_160 Ltd,CL-160,Corporate,SC-342,MBR-00766,UID-00000766,Lapsed,Cancelled,F,EC17 9VN,2020-02-06,2022-05-30,2013-08-19,2019-01-14,Cancelled,2022-05-30,1
Client_160 Ltd,CL-160,Corporate,SC-700,MBR-02663,UID-00002663,Lapsed,Cancelled,M,EH5 4CT,2023-10-25,2024-12-10,2021-01-25,2022-03-18,Cancelled,2024-12-10,1
Client_162 Ltd,CL-162,Family,SC-223,MBR-08618,UID-00008618,Lapsed,Cancelled,M,BS7 7OY,2019-09-29,2025-05-13,2013-06-17,2016-12-03,Cancelled,2025-05-13,1
Client_162 Ltd,CL-162,Family,SC-793,MBR-07546,UID-00007546,Lapsed,Cancelled,M,N14 9DJ,2015-12-12,2019-02-06,2011-10-24,2013-07-06,Cancelled,2019-02-06,1
Client_163 Ltd,CL-163,Individual,SC-353,MBR-00194,UID-00000194,Lapsed,Cancelled,F,M7 8CV,2016-10-13,2025-06-01,2014-11-27,2015-03-05,Cancelled,2025-06-01,1
Client_164 Ltd,CL-164,Corporate,SC-281,MBR-08886,UID-00008886,Lapsed,Cancelled,F,NW19 7EJ,2018-05-09,2020-10-03,2016-01-06,2016-07-31,Cancelled,2020-10-03,1
Client_164 Ltd,CL-164,Family,SC-742,MBR-09153,UID-00009153,Lapsed,Cancelled,M,CF10 2UB,2021-05-14,2025-10-30,2006-09-22,2016-02-06,Cancelled,2025-10-30,1
Client_164 Ltd,CL-164,Individual,SC-858,MBR-05751,UID-00005751,Lapsed,Cancelled,M,NW13 4JP,2024-01-18,2025-10-30,2015-07-01,2023-09-13,Cancelled,2025-10-30,1
Client_164 Ltd,CL-164,SME,SC-408,MBR-02086,UID-00002086,Lapsed,Cancelled,M,M5 9OP,2024-04-06,2025-10-30,2010-07-08,2020-11-29,Cancelled,2025-10-30,1
Client_165 Ltd,CL-165,Family,SC-735,MBR-01196,UID-00001196,Lapsed,Cancelled,F,M13 7PQ,2019-05-26,2025-02-23,2014-11-06,2015-03-16,Cancelled,2025-02-23,1
Client_166 Ltd,CL-166,Corporate,SC-817,MBR-08896,UID-00008896,Lapsed,Cancelled,M,E11Z 4TA,2019-06-12,2021-10-02,2016-12-03,2017-11-07,Cancelled,2021-10-02,1
Client_166 Ltd,CL-166,Family,SC-377,MBR-08812,UID-00008812,Lapsed,Cancelled,M,G20P 8HZ,2017-11-26,2022-04-28,2011-02-04,2017-04-10,Cancelled,2022-04-28,1
Client_166 Ltd,CL-166,Family,SC-914,MBR-08284,UID-00008284,Lapsed,Cancelled,M,EH12Z 3SN,2019-05-30,2023-10-12,2016-09-18,2018-04-27,Cancelled,2023-10-12,1
Client_167 Ltd,CL-167,Corporate,SC-784,MBR-06854,UID-00006854,Lapsed,Cancelled,F,B12 4GY,2023-02-20,2025-10-30,2013-06-26,2015-08-30,Cancelled,2025-10-30,1
Client_167 Ltd,CL-167,Corporate,SC-992,MBR-01076,UID-00001076,Lapsed,Cancelled,M,WC3F 8UA,2022-11-29,2024-05-26,2021-07-29,2022-03-16,Cancelled,2024-05-26,1
Client_167 Ltd,CL-167,Family,SC-157,MBR-09788,UID-00009788,Lapsed,Cancelled,M,WC19 9CV,2024-12-21,2025-10-30,2015-11-29,2022-04-18,Cancelled,2025-10-30,1
Client_167 Ltd,CL-167,Individual,SC-368,MBR-06795,UID-00006795,Lapsed,Cancelled,M,EH18R 3AV,2022-06-24,2025-10-20,2011-06-17,2013-01-26,Cancelled,2025-10-20,1
Client_168 Ltd,CL-168,Corporate,SC-629,MBR-03948,UID-00003948,Lapsed,Cancelled,F,L17 6XQ,2019-09-26,2025-10-30,2010-02-08,2011-06-16,Cancelled,2025-10-30,1
Client_168 Ltd,CL-168,Corporate,SC-633,MBR-03861,UID-00003861,Lapsed,Cancelled,F,L12P 1YV,2016-07-16,2023-08-26,2011-07-22,2014-07-21,Cancelled,2023-08-26,1
Client_168 Ltd,CL-168,Corporate,SC-778,MBR-03597,UID-00003597,Lapsed,Cancelled,M,N13R 1MM,2024-08-17,2025-10-30,2011-11-15,2021-03-16,Cancelled,2025-10-30,1
Client_168 Ltd,CL-168,Individual,SC-543,MBR-06732,UID-00006732,Lapsed,Cancelled,M,N16 3WQ,2022-06-05,2024-12-22,2017-06-29,2019-11-30,Cancelled,2024-12-22,1
Client_169 Ltd,CL-169,Family,SC-372,MBR-00180,UID-00000180,Lapsed,Cancelled,M,BT2 3CJ,2018-05-30,2020-03-09,2015-07-26,2016-05-03,Cancelled,2020-03-09,1
Client_169 Ltd,CL-169,SME,SC-717,MBR-03891,UID-00003891,Lapsed,Cancelled,F,NW10U 6DJ,2018-08-20,2025-10-30,2005-08-27,2009-02-27,Cancelled,2025-10-30,1
Client_170 Ltd,CL-170,Corporate,SC-182,MBR-00462,UID-00000462,Lapsed,Cancelled,F,L20 7SD,2024-08-17,2025-10-30,2013-05-03,2024-08-07,Cancelled,2025-10-30,1
Client_170 Ltd,CL-170,Family,SC-440,MBR-02295,UID-00002295,Lapsed,Cancelled,M,L1 8LG,2018-03-15,2023-11-18,2010-08-17,2015-03-18,Cancelled,2023-11-18,1
Client_170 Ltd,CL-170,Family,SC-734,MBR-07253,UID-00007253,Lapsed,Cancelled,M,SE11 2NB,2021-02-06,2024-09-12,2012-01-31,2016-03-01,Cancelled,2024-09-12,1
Client_170 Ltd,CL-170,SME,SC-960,MBR-00006,UID-00000006,Lapsed,Cancelled,M,L4E 6LT,2015-05-18,2022-01-18,2010-03-19,2012-01-31,Cancelled,2022-01-18,1
Client_172 Ltd,CL-172,Family,SC-169,MBR-01828,UID-00001828,Lapsed,Cancelled,F,SW10V 1OJ,2022-05-25,2025-10-30,2009-08-07,2012-03-31,Cancelled,2025-10-30,1
Client_173 Ltd,CL-173,Family,SC-508,MBR-00725,UID-00000725,Lapsed,Cancelled,F,B10 5YO,2019-12-04,2023-08-11,2009-03-01,2019-10-27,Cancelled,2023-08-11,1
Client_174 Ltd,CL-174,Corporate,SC-473,MBR-02162,UID-00002162,Lapsed,Cancelled,F,M6Y 1TM,2021-11-09,2025-10-30,2009-04-04,2011-11-03,Cancelled,2025-10-30,1
Client_174 Ltd,CL-174,Family,SC-244,MBR-07719,UID-00007719,Lapsed,Cancelled,M,G2 4JP,2018-07-13,2023-06-09,2013-10-10,2015-08-14,Cancelled,2023-06-09,1
Client_175 Ltd,CL-175,Corporate,SC-137,MBR-04661,UID-00004661,Lapsed,Cancelled,M,SW10 1LX,2021-08-20,2025-10-30,2014-01-28,2015-01-28,Cancelled,2025-10-30,1
Client_176 Ltd,CL-176,Individual,SC-407,MBR-05392,UID-00005392,Lapsed,Cancelled,F,CF6 9RR,2024-10-29,2025-10-30,2022-07-21,2023-06-06,Cancelled,2025-10-30,1
Client_177 Ltd,CL-177,Corporate,SC-287,MBR-03664,UID-00003664,Lapsed,Cancelled,M,L14 2YC,2022-09-23,2025-10-30,2013-05-02,2019-08-16,Cancelled,2025-10-30,1
Client_177 Ltd,CL-177,Corporate,SC-820,MBR-06886,UID-00006886,Lapsed,Cancelled,F,WC9 4VB,2019-08-25,2024-10-04,2005-09-07,2013-01-12,Cancelled,2024-10-04,1
Client_177 Ltd,CL-177,Individual,SC-298,MBR-07255,UID-00007255,Lapsed,Cancelled,M,M15Q 6BI,2018-12-11,2025-05-03,2016-04-13,2017-12-09,Cancelled,2025-05-03,1
Client_178 Ltd,CL-178,Corporate,SC-101,MBR-00672,UID-00000672,Lapsed,Cancelled,F,EH6S 6HK,2018-08-02,2025-10-30,2011-10-09,2013-12-02,Cancelled,2025-10-30,1
Client_178 Ltd,CL-178,Corporate,SC-205,MBR-07214,UID-00007214,Lapsed,Cancelled,M,NW14 9GN,2019-05-27,2025-10-30,2012-04-16,2014-08-29,Cancelled,2025-10-30,1
Client_178 Ltd,CL-178,Corporate,SC-970,MBR-00750,UID-00000750,Lapsed,Cancelled,F,BT2X 6DW,2021-05-02,2025-10-30,2011-08-25,2021-01-08,Cancelled,2025-10-30,1
Client_178 Ltd,CL-178,Family,SC-234,MBR-04817,UID-00004817,Lapsed,Cancelled,F,L1 4KA,2019-11-12,2021-01-21,2009-08-13,2013-03-28,Cancelled,2021-01-21,1
Client_178 Ltd,CL-178,Individual,SC-860,MBR-09383,UID-00009383,Lapsed,Cancelled,F,SW4 9CE,2023-04-18,2025-04-17,2021-02-22,2022-07-14,Cancelled,2025-04-17,1
Client_179 Ltd,CL-179,SME,SC-665,MBR-09828,UID-00009828,Lapsed,Cancelled,F,SW3U 3IZ,2024-03-02,2025-10-30,2022-09-23,2023-03-28,Cancelled,2025-10-30,1
Client_180 Ltd,CL-180,Corporate,SC-245,MBR-03663,UID-00003663,Lapsed,Cancelled,M,N7 4QQ,2015-05-07,2021-01-22,2012-11-19,2014-01-03,Cancelled,2021-01-22,1
Client_181 Ltd,CL-181,Corporate,SC-401,MBR-08698,UID-00008698,Lapsed,Cancelled,F,CF10 3CJ,2023-03-14,2025-10-30,2009-09-12,2017-11-25,Cancelled,2025-10-30,1
Client_182 Ltd,CL-182,Corporate,SC-311,MBR-02854,UID-00002854,Lapsed,Cancelled,F,EC13 4QU,2022-11-03,2025-10-30,2021-03-12,2022-08-30,Cancelled,2025-10-30,1
Client_182 Ltd,CL-182,Family,SC-114,MBR-07102,UID-00007102,Lapsed,Cancelled,M,E20T 4BL,2022-09-26,2025-10-30,2015-05-31,2019-11-22,Cancelled,2025-10-30,1
Client_182 Ltd,CL-182,Individual,SC-795,MBR-05595,UID-00005595,Lapsed,Cancelled,M,WC20 3WK,2015-04-15,2020-01-13,2001-07-01,2011-12-27,Cancelled,2020-01-13,1
Client_182 Ltd,CL-182,SME,SC-725,MBR-08621,UID-00008621,Lapsed,Cancelled,B,E3G 5OI,2019-05-19,2025-10-30,2009-12-15,2011-03-05,Cancelled,2025-10-30,1
Client_183 Ltd,CL-183,Corporate,SC-360,MBR-03285,UID-00003285,Lapsed,Cancelled,M,EH10 2HD,2021-08-09,2025-10-30,2019-10-07,2020-12-28,Cancelled,2025-10-30,1
Client_184 Ltd,CL-184,Family,SC-347,MBR-01716,UID-00001716,Lapsed,Cancelled,B,CF20 6EZ,2022-10-22,2025-10-30,2009-07-11,2021-09-23,Cancelled,2025-10-30,1
Client_184 Ltd,CL-184,Individual,SC-526,MBR-05540,UID-00005540,Lapsed,Cancelled,M,SW11 2MB,2022-09-10,2023-09-23,2010-11-27,2011-09-14,Cancelled,2023-09-23,1
Client_185 Ltd,CL-185,Family,SC-229,MBR-04330,UID-00004330,Lapsed,Cancelled,F,BT19 4CE,2020-11-17,2025-10-30,2009-10-29,2020-08-08,Cancelled,2025-10-30,1
Client_185 Ltd,CL-185,Family,SC-747,MBR-07722,UID-00007722,Lapsed,Cancelled,F,EH11 9PK,2022-08-04,2025-10-30,2019-02-21,2020-06-06,Cancelled,2025-10-30,1
Client_185 Ltd,CL-185,Individual,SC-232,MBR-07695,UID-00007695,Lapsed,Cancelled,F,SW4 5DH,2015-02-21,2018-07-15,2002-07-05,2005-03-10,Cancelled,2018-07-15,1
Client_186 Ltd,CL-186,Corporate,SC-646,MBR-06088,UID-00006088,Lapsed,Cancelled,M,EC15R 4EB,2015-09-13,2017-09-30,2013-10-03,2013-12-05,Cancelled,2017-09-30,1
Client_186 Ltd,CL-186,Corporate,SC-999,MBR-03531,UID-00003531,Lapsed,Cancelled,M,L14G 8PP,2019-04-07,2025-10-30,2016-01-13,2017-01-29,Cancelled,2025-10-30,1
Client_186 Ltd,CL-186,SME,SC-412,MBR-01289,UID-00001289,Lapsed,Cancelled,M,NW3 7CM,2018-09-19,2023-10-07,2015-09-27,2016-08-23,Cancelled,2023-10-07,1
Client_187 Ltd,CL-187,Individual,SC-880,MBR-05455,UID-00005455,Lapsed,Cancelled,F,BT1 2KV,2018-05-23,2025-10-30,2014-11-11,2015-07-02,Cancelled,2025-10-30,1
Client_187 Ltd,CL-187,SME,SC-632,MBR-07360,UID-00007360,Lapsed,Cancelled,F,SW3 6JE,2024-12-30,2025-10-30,2012-07-16,2013-09-12,Cancelled,2025-10-30,1
Client_188 Ltd,CL-188,Family,SC-271,MBR-03369,UID-00003369,Lapsed,Cancelled,M,EC2 4CC,2021-11-17,2025-10-30,2015-12-20,2019-07-18,Cancelled,2025-10-30,1
Client_190 Ltd,CL-190,Corporate,SC-579,MBR-05464,UID-00005464,Lapsed,Cancelled,M,NW11U 6PX,2018-03-26,2022-03-01,2012-02-25,2012-08-23,Cancelled,2022-03-01,1
Client_192 Ltd,CL-192,Corporate,SC-953,MBR-05188,UID-00005188,Lapsed,Cancelled,M,L15T 2HH,2024-04-18,2025-10-30,2018-07-06,2019-01-31,Cancelled,2025-10-30,1
Client_192 Ltd,CL-192,Individual,SC-727,MBR-07920,UID-00007920,Lapsed,Cancelled,M,EC8 6QA,2018-04-26,2021-06-28,2003-07-24,2011-07-19,Cancelled,2021-06-28,1
Client_194 Ltd,CL-194,Corporate,SC-123,MBR-00469,UID-00000469,Lapsed,Cancelled,M,EC13 9UP,2020-11-17,2024-05-10,2018-01-12,2019-05-15,Cancelled,2024-05-10,1
Client_194 Ltd,CL-194,Corporate,SC-999,MBR-00333,UID-00000333,Lapsed,Cancelled,M,EH19A 6KV,2015-04-11,2022-04-10,2014-03-08,2015-01-21,Cancelled,2022-04-10,1
Client_194 Ltd,CL-194,Family,SC-970,MBR-08752,UID-00008752,Lapsed,Cancelled,M,NW13 7UD,2017-12-19,2022-05-17,2004-12-08,2005-02-17,Cancelled,2022-05-17,1
Client_195 Ltd,CL-195,Corporate,SC-396,MBR-07381,UID-00007381,Lapsed,Cancelled,M,E12 2VZ,2016-09-09,2025-10-01,2012-11-15,2013-04-22,Cancelled,2025-10-01,1
Client_195 Ltd,CL-195,Corporate,SC-521,MBR-04258,UID-00004258,Lapsed,Cancelled,M,G17 7FM,2019-11-10,2021-04-21,2009-07-19,2011-06-22,Cancelled,2021-04-21,1
Client_195 Ltd,CL-195,Family,SC-945,MBR-09374,UID-00009374,Lapsed,Cancelled,F,WC10 6HM,2016-05-15,2019-06-22,2003-03-01,2015-02-01,Cancelled,2019-06-22,1
Client_197 Ltd,CL-197,Family,SC-888,MBR-01988,UID-00001988,Lapsed,Cancelled,M,CF18 9ZB,2024-05-22,2025-10-30,2011-09-01,2015-11-24,Cancelled,2025-10-30,1
Client_197 Ltd,CL-197,Individual,SC-285,MBR-03202,UID-00003202,Lapsed,Cancelled,M,WC11 5AB,2024-04-03,2025-10-30,2012-04-22,2018-06-27,Cancelled,2025-10-30,1
Client_197 Ltd,CL-197,Individual,SC-555,MBR-05428,UID-00005428,Lapsed,Cancelled,M,EC11 1PQ,2021-03-20,2025-10-30,2014-09-28,2020-04-20,Cancelled,2025-10-30,1
Client_198 Ltd,CL-198,Individual,SC-382,MBR-04851,UID-00004851,Lapsed,Cancelled,F,WC8D 3GH,2023-09-14,2025-10-30,2010-12-09,2016-04-29,Cancelled,2025-10-30,1
Client_198 Ltd,CL-198,SME,SC-853,MBR-00912,UID-00000912,Lapsed,Cancelled,M,EH20 3WW,2018-07-15,2025-10-30,2017-07-02,2017-10-12,Cancelled,2025-10-30,1
Client_199 Ltd,CL-199,Corporate,SC-109,MBR-03475,UID-00003475,Lapsed,Cancelled,F,W5 4XO,2023-08-13,2025-10-30,2014-10-20,2021-05-26,Cancelled,2025-10-30,1
Client_199 Ltd,CL-199,Family,SC-119,MBR-01470,UID-00001470,Lapsed,Cancelled,F,BT15 2KG,2015-04-10,2024-07-17,2001-09-26,2002-07-15,Cancelled,2024-07-17,1
Client_199 Ltd,CL-199,Individual,SC-903,MBR-01786,UID-00001786,Lapsed,Cancelled,F,CF7R 9MD,2017-10-15,2021-11-02,2004-05-10,2015-01-26,Cancelled,2021-11-02,1
Client_200 Ltd,CL-200,Corporate,SC-632,MBR-01350,UID-00001350,Lapsed,Cancelled,M,N1U 5HY,2016-06-14,2024-10-15,2003-10-15,2006-04-27,Cancelled,2024-10-15,1
Client_200 Ltd,CL-200,Corporate,SC-939,MBR-09227,UID-00009227,Lapsed,Cancelled,M,SW1 5ZK,2023-07-11,2025-10-30,2012-04-12,2017-07-07,Cancelled,2025-10-30,1
